"Age","Uncertainty","Landform","Sigma"
22.8916650546032,1.87907960503607,"Arànser Left","2 sigma"
22.7645590859056,1.83259526318676,"Arànser Left","2 sigma"
23.0704381634542,1.58184582000875,"Arànser Left","2 sigma"
23.0936312094238,1.2486896106749,"Arànser Left","2 sigma"
22.310478559806,1.52135999816803,"Arànser Left","2 sigma"
23.3850566862014,1.54012344153927,"Arànser Left","2 sigma"
21.7236763730314,0.967448546852483,"Arànser Left","2 sigma"
23.3456024809028,1.37391782781648,"Arànser Left","2 sigma"
23.8986685915115,1.19967944100865,"Arànser Left","2 sigma"
22.3844339002999,1.2840410107084,"Arànser Left","2 sigma"
22.6793751649251,1.2130021575079,"Arànser Left","2 sigma"
22.9380288036695,1.36142229938542,"Arànser Left","2 sigma"
23.7271917837609,0.771774931640323,"Arànser Left","2 sigma"
22.39718946768,1.45019012808394,"Arànser Left","2 sigma"
22.8975460961548,1.61683552070463,"Arànser Left","2 sigma"
22.7692807045239,1.54650124274541,"Arànser Left","2 sigma"
23.8639302412933,1.39505758060376,"Arànser Left","2 sigma"
23.8355942397909,1.48653483597317,"Arànser Left","2 sigma"
23.6924488670565,2.00109667268548,"Arànser Left","2 sigma"
23.6732654334912,1.69177229464756,"Arànser Left","2 sigma"
22.3972832409916,1.61220385974185,"Arànser Left","2 sigma"
23.4762081941814,1.07278529255054,"Arànser Left","2 sigma"
23.8959038153658,1.03183243472007,"Arànser Left","2 sigma"
23.385521197735,2.20783682692864,"Arànser Left","2 sigma"
23.217080574756,1.71201588552782,"Arànser Left","2 sigma"
23.2929643207059,1.92000828201566,"Arànser Left","2 sigma"
23.6550345143077,1.87939570095971,"Arànser Left","2 sigma"
23.334598756199,1.8439704148245,"Arànser Left","2 sigma"
22.9017047431134,0.480725868272128,"Arànser Left","2 sigma"
23.561681529494,1.66840386761282,"Arànser Left","2 sigma"
23.4976296540202,1.83173374606863,"Arànser Left","2 sigma"
23.8609326981318,1.6468265686567,"Arànser Left","2 sigma"
23.7220823464657,1.70245602421337,"Arànser Left","2 sigma"
23.8321516932674,0.973283344961278,"Arànser Left","2 sigma"
23.2855788194265,1.28024103792502,"Arànser Left","2 sigma"
24.3327557123398,0.682342373673093,"Arànser Left","2 sigma"
23.0661771159177,1.55877669507778,"Arànser Left","2 sigma"
23.5606092290734,1.7266050365257,"Arànser Left","2 sigma"
21.7011996939948,1.77280809790857,"Arànser Left","2 sigma"
22.9221480041654,1.38435619209643,"Arànser Left","2 sigma"
21.6763868798618,2.11535055837883,"Arànser Left","2 sigma"
23.4308343082789,1.38044540353846,"Arànser Left","2 sigma"
23.3515987749855,0.950236832289483,"Arànser Left","2 sigma"
23.6288295308769,1.41661481013477,"Arànser Left","2 sigma"
23.1143415475418,1.35668940623824,"Arànser Left","2 sigma"
24.0057661047281,0.884392479762057,"Arànser Left","2 sigma"
23.4493557482933,1.95718911685042,"Arànser Left","2 sigma"
23.191920257294,0.89132453069754,"Arànser Left","2 sigma"
23.6649602915817,1.34481086288007,"Arànser Left","2 sigma"
22.9974248864119,1.45941058097773,"Arànser Left","2 sigma"
23.2239712315237,1.48153610184261,"Arànser Left","2 sigma"
18.1895871423714,1.64051810627353,"Arànser Left","2 sigma"
22.8269209293201,1.1541545215879,"Arànser Left","2 sigma"
23.3250607494717,0.907918499751919,"Arànser Left","2 sigma"
24.1820266540831,0.969603754613709,"Arànser Left","2 sigma"
23.0921703862745,1.54360869809336,"Arànser Left","2 sigma"
22.8326785996432,1.25062801168722,"Arànser Left","2 sigma"
23.9727498070639,1.02366122782172,"Arànser Left","2 sigma"
23.3135304038316,1.40063169294063,"Arànser Left","2 sigma"
23.0556221363099,0.964321933053318,"Arànser Left","2 sigma"
23.2816770652482,1.13893159327916,"Arànser Left","2 sigma"
22.574792725398,1.3173988372484,"Arànser Left","2 sigma"
18.8885948181919,2.25999243742007,"Arànser Left","2 sigma"
23.4310154142135,1.34484934033515,"Arànser Left","2 sigma"
22.6940620787872,2.10063003207607,"Arànser Left","2 sigma"
23.5670551521717,1.43453930181687,"Arànser Left","2 sigma"
22.9156169487893,0.513710988644539,"Arànser Left","2 sigma"
23.210521729396,1.32813983397029,"Arànser Left","2 sigma"
22.3556294272435,1.4771280590891,"Arànser Left","2 sigma"
22.5712116471872,1.45837156834863,"Arànser Left","2 sigma"
23.4025039293325,1.58885574677817,"Arànser Left","2 sigma"
23.1624466073228,1.69620406874973,"Arànser Left","2 sigma"
23.489278669749,1.49009456862509,"Arànser Left","2 sigma"
23.2331653409856,1.33212821777226,"Arànser Left","2 sigma"
23.5361846220406,1.81648756231727,"Arànser Left","2 sigma"
23.4342861605737,1.01457462159482,"Arànser Left","2 sigma"
23.0389833255134,0.973913391021157,"Arànser Left","2 sigma"
23.2893257533629,1.59192589538489,"Arànser Left","2 sigma"
23.5695473243367,0.911228619918094,"Arànser Left","2 sigma"
24.1072496657684,0.557297161635726,"Arànser Left","2 sigma"
22.2601614319704,1.76357356649286,"Arànser Left","2 sigma"
23.7444076272227,0.630269936883809,"Arànser Left","2 sigma"
23.3330287989548,0.998240404227188,"Arànser Left","2 sigma"
22.6858750724094,0.982273215314978,"Arànser Left","2 sigma"
