Sample_name,Landform,Sub-Landform,Latitude_DD,Longitude_DD,Elevation_m,SH_Mean,SH_MAD,SH_SEM,TCN_Sample_Name,Calibrated_Age_ka,Calibrated_Uncertainty_ka,A_axis_cm,B_axis_cm,C_axis_cm,Ground_Height_cm,Volume_m3,Surface_area_m2,Sphericity,Mass_Tonnes,Landform_Age_ka,Landform_Uncertainty_ka,Relative_Difference_ka,Absolute_Difference_ka,Class_95,General_Class_95,Moraine_Group,AB_Ratio,AC_Ratio,Moss,Lichen,Embedded,Angularity,Fractured,Matrix,Crest_polyline_dist_m,Crest_polygon_dist_m,Front_Dist_m,Slope_Angle_deg
ARL-103,Arànser Left,,42.42725,1.64669,1848,45.855,4.372,0.931817735,,18.153,1.692,100,100,30,30,0.3,3.2,0.677248912,0.807,23.2931,1.1155,5.1401,5.1401,Young,Bad,IS,1,0.3,0,1,0.4,R,0,0,56.24248,51.10269,1148.3842,27.38346
ARL-104,Arànser Left,,42.42704,1.64649,1843,40.63,3.835,0.808968868,,23.478,1.699,120,95,70,95,0.798,5.29,0.786496957,2.14662,23.2931,1.1155,-0.1849,0.1849,Good,Good,IS,1.263,0.583,0,1,0,A,0.25,0.5,82.34831,77.65576,1161.72377,25.08318
ARL-105,Arànser Left,,42.42678,1.64668,1832,53.104,4.05,0.919202124,,11.692,1.702,120,120,105,120,1.512,7.92,0.804377913,4.06728,23.2931,1.1155,11.6011,11.6011,Young,Bad,IS,1,0.875,0,1,0,A,0.25,0.5,108.26729,103.1599,1132.68361,25.96968
ARL-106,Arànser Left,,42.4267,1.64597,1834,48.448,2.627,0.632842028,,15.731,1.694,155,110,80,110,1.364,7.65,0.777497384,3.66916,23.2931,1.1155,7.5621,7.5621,Young,Bad,IS,1.409,0.516,0,1,0.2,SA,0.25,0.5,126.16177,121.60444,1205.85869,27.58119
ARL-107,Arànser Left,,42.42653,1.64613,1825,52.341,3.591,0.825803379,,12.329,1.7,210,115,90,115,2.1735,10.68,0.759776695,5.846715,23.2931,1.1155,10.9641,10.9641,Young,Bad,IS,1.826,0.429,0.4,1,0.4,SR,0.25,0,143.37038,138.73927,1183.62158,25.54681
ARL-108,Arànser Left,,42.42629,1.64648,1811,40.106,4.033,0.850899201,,24.049,1.701,110,85,75,85,0.70125,4.795,0.796056872,1.8863625,23.2931,1.1155,-0.7559,0.7559,Good,Good,IS,1.294,0.682,0.4,1,0,A,0.25,1,165.25309,160.16232,1139.11132,27.21741
ARL-109,Arànser Left,,42.42596,1.6464,1798,51.913,2.871,0.697748233,,12.691,1.699,140,95,75,75,0.9975,6.185,0.780584081,2.683275,23.2931,1.1155,10.6021,10.6021,Young,Bad,IS,1.474,0.536,0.2,1,0,A,0,1,202.843,197.86839,1139.1857,15.40091
ARL-110,Arànser Left,,42.42632,1.64662,1810,41.117,4.217,0.882977195,,22.954,1.698,115,100,50,50,0.575,4.45,0.751454478,1.54675,23.2931,1.1155,0.3391,0.3391,Good,Good,IS,1.15,0.435,0,1,0,R,0,0,159.90801,154.79813,1124.87737,22.04623
ARL-111,Arànser Left,,42.42669,1.64736,1821,58.562,2.24,0.526426741,,7.386,1.719,125,105,50,50,0.65625,4.925,0.741522103,1.7653125,23.2931,1.1155,15.9071,15.9071,Young,Bad,IS,1.19,0.4,0,1,0.6,R,0,0,106.30173,98.41424,1057.53978,25.72247
ARL-112,Arànser Left,,42.42607,1.64712,1801,39.447,3.058,0.705843756,,24.779,1.703,300,190,105,190,5.985,21.69,0.734966158,16.09965,23.2931,1.1155,-1.4859,1.4859,Good,Good,IS,1.579,0.35,0.6,1,0.2,SR,1,0.5,179.55043,172.27611,1064.02434,24.93575
ARL-113,Arànser Left,,42.42588,1.64758,1790,41.496,3.621,0.816714443,,22.55,1.697,240,200,100,100,4.8,18.4,0.747871746,12.912,23.2931,1.1155,0.7431,0.7431,Good,Good,IS,1.2,0.417,0.2,1,0.2,SA,0.75,0,188.12175,176.58936,1009.2327,17.60951
ARL-114,Arànser Left,,42.42593,1.64782,1789,41.567,3.744,0.834107655,,22.475,1.697,150,130,50,50,0.975,6.7,0.709706962,2.62275,23.2931,1.1155,0.8181,0.8181,Good,Good,IS,1.154,0.333,0.2,1,0.2,SR,0.5,0,174.79308,160.85696,984.6627,19.37202
ARL-115,Arànser Left,,42.42624,1.64803,1801,54.822,2.586,0.563179972,,10.29,1.706,110,110,100,110,1.21,6.82,0.805174471,3.2549,23.2931,1.1155,13.0031,13.0031,Young,Bad,IS,1,0.909,0,1,0,SR,0,0,134.76401,119.89761,971.37759,22.06933
ARL-116,Arànser Left,,42.4262,1.64762,1798,51.774,4.194,0.980886726,,12.808,1.699,115,85,70,85,0.68425,4.755,0.789726674,1.8406325,23.2931,1.1155,10.4851,10.4851,Young,Bad,IS,1.353,0.609,0.4,1,0.6,SA,0,0.5,152.58882,141.65273,1013.96596,19.37609
ARL-117,Arànser Left,,42.42617,1.64794,1810,48.924,3.234,0.719364041,,15.301,1.694,130,110,80,80,1.144,6.7,0.789514308,3.07736,23.2931,1.1155,7.9921,7.9921,Young,Bad,IS,1.182,0.615,0.2,1,0.2,SA,0.5,0,145.25915,131.03118,978.79105,26.48344
ARL-118,Arànser Left,,42.42636,1.64832,1809,39.498,4.53,0.94274146,,24.722,1.703,125,70,50,50,0.4375,3.7,0.753241845,1.176875,23.2931,1.1155,-1.4289,1.4289,Good,Good,IS,1.786,0.4,0.2,1,0,A,0.75,1,113.89196,94.28021,944.54906,30.12613
ARL-119,Arànser Left,,42.42659,1.6489,1820,39.871,3.812,0.835097177,,24.308,1.702,100,75,60,100,0.45,3.6,0.788841892,1.2105,23.2931,1.1155,-1.0149,1.0149,Good,Good,IS,1.333,0.6,0,1,0.2,A,0.5,0,75.89753,50.51408,892.17964,31.4447
ARL-120,Arànser Left,,42.42643,1.64902,1815,54.272,3.813,0.836208758,,10.734,1.705,250,115,110,115,3.1625,13.78,0.756116293,8.507125,23.2931,1.1155,12.5591,12.5591,Young,Bad,IS,2.174,0.44,0,1,0.4,R,0.25,0,90.67491,66.49595,873.43203,30.6074
ARL-121,Arànser Left,,42.42535,1.65408,1789,54.277,3.552,0.783613427,,10.73,1.705,160,110,95,95,1.672,8.65,0.787575503,4.49768,23.2931,1.1155,12.5631,12.5631,Young,Bad,C,1.455,0.594,0,1,0,A,0,0.5,10.34218,0,313.68446,7.22212
ARL-122,Arànser Left,,42.42543,1.6538,1792,53.408,3.666,0.819754354,,11.441,1.702,190,140,125,140,3.325,13.57,0.793899222,8.94425,23.2931,1.1155,11.8521,11.8521,Young,Bad,C,1.357,0.658,0.2,1,0,SR,0.25,0,0.69841,0,344.48863,16.32925
ARL-123,Arànser Left,,42.42585,1.65352,1795,39.951,4.186,0.871465637,,24.22,1.701,150,135,100,100,2.025,9.75,0.793894623,5.44725,23.2931,1.1155,-0.9269,0.9269,Good,Good,OS,1.111,0.667,0.6,1,0.2,SA,0.5,0,21.76527,8.92375,396.79578,17.22793
ARL-124,Arànser Left,,42.42614,1.65261,1806,40.994,4.11,0.867373521,,23.086,1.698,120,110,60,60,0.792,5.4,0.766608833,2.13048,23.2931,1.1155,0.2071,0.2071,Good,Good,C,1.091,0.5,0,1,0.2,SA,0.5,0,5.74631,0,498.65106,6.00663
ARL-125,Arànser Left,,42.42632,1.65194,1815,41.501,3.277,0.746202189,,22.545,1.697,165,115,100,100,1.8975,9.395,0.788936162,5.104275,23.2931,1.1155,0.7481,0.7481,Good,Good,C,1.435,0.606,0.2,1,0,SR,0.5,0,11.3494,0,572.79397,23.56113
ARL-126,Arànser Left,,42.42661,1.6512,1823,40.799,4.835,1.016386783,,23.295,1.699,110,75,30,30,0.2475,2.76,0.690703799,0.665775,23.2931,1.1155,-0.0019,0.0019,Good,Good,C,1.467,0.273,0.2,1,0.2,SR,0,0,8.59252,0,660.37336,20.04481
ARL-127,Arànser Left,,42.42675,1.65085,1826,53.227,2.944,0.670893936,,11.59,1.702,115,110,95,95,1.20175,6.805,0.803277154,3.2327075,23.2931,1.1155,11.7031,11.7031,Young,Bad,C,1.045,0.826,0.2,1,0.2,SA,0.25,0,4.34234,0,702.02544,18.41831
ARL-128,Arànser Left,,42.42683,1.65022,1826,39.797,3.997,0.841410304,,24.39,1.702,120,100,50,50,0.6,4.6,0.747871746,1.614,23.2931,1.1155,-1.0969,1.0969,Good,Good,IS,1.2,0.417,0.2,1,0.4,A,0,0,16.07301,7.44342,768.30614,23.20332
ARL-129,Arànser Left,,42.42702,1.64962,1834,41.749,3.786,0.840023251,,22.283,1.697,150,125,110,110,2.0625,9.8,0.799565451,5.548125,23.2931,1.1155,1.0101,1.0101,Good,Good,C,1.2,0.733,0.2,1,0,SA,0.5,0,12.84798,0,837.5615,16.98519
ARL-130,Arànser Left,,42.4265,1.64704,1805,40.744,2.989,0.684059481,,23.355,1.699,100,95,80,95,0.76,5.02,0.802274156,2.0444,23.2931,1.1155,-0.0619,0.0619,Good,Good,IS,1.053,0.8,0.6,1,0,SA,0.25,0.5,133.99929,129.15912,1085.26056,21.46765
ARL-131,Arànser Left,,42.42615,1.64597,1802,41.588,3.884,0.854068706,,22.453,1.697,140,110,100,100,1.54,8.08,0.798153785,4.1426,23.2931,1.1155,0.8401,0.8401,Good,Good,IS,1.273,0.714,0.4,1,0.4,SA,0.25,0,187.129,182.54264,1190.55165,20.71446
ARL-132,Arànser Left,,42.42653,1.64791,1813,39.81,3.225,0.679188852,,24.375,1.702,150,130,95,130,1.8525,9.22,0.791149725,4.983225,23.2931,1.1155,-1.0819,1.0819,Good,Good,IS,1.154,0.633,0.2,1,0,SA,0.5,0,108.1653,95.59066,993.81361,32.18412
ARL-133,Arànser Left,,42.42769,1.64735,1861,40.652,3.628,0.752765352,,23.454,1.699,130,75,75,75,0.73125,5.025,0.781133586,1.9670625,23.2931,1.1155,-0.1609,0.1609,Good,Good,C,1.733,0.577,0.4,1,0.4,SA,0.25,0,1.94821,0,1098.30939,10.07294
ARL-134,Arànser Left,,42.42751,1.64777,1857,48.417,3.537,0.813468829,,15.759,1.694,120,120,50,50,0.72,5.28,0.735763997,1.9368,23.2931,1.1155,7.5341,7.5341,Young,Bad,C,1,0.417,0.2,1,0.6,R,0,0,7.12036,0,1047.44392,7.44746
ARL-135,Arànser Left,,42.42754,1.64809,1853,41.398,2.967,0.709539385,,22.654,1.697,190,160,135,190,4.104,15.53,0.798210746,11.03976,23.2931,1.1155,0.6391,0.6391,Good,Good,C,1.188,0.711,0.2,1,0,A,0,0,5.10964,0,1016.30431,13.36296
ARL-136,Arànser Left,,42.42774,1.64858,1841,39.855,3.087,0.70772005,,24.326,1.702,120,110,85,85,1.122,6.55,0.797207537,3.01818,23.2931,1.1155,-1.0329,1.0329,Good,Good,OS,1.091,0.708,0.6,1,0.2,R,0,0.5,42.22894,27.86242,976.95107,19.4957
ARL-137,Arànser Left,,42.42741,1.6487,1847,40.23,3.017,0.688942631,,23.914,1.701,135,90,75,75,0.91125,5.805,0.783021334,2.4512625,23.2931,1.1155,-0.6209,0.6209,Good,Good,C,1.5,0.556,0,1,0,R,0,0,9.66433,0,948.66966,10.61848
ARL-138,Arànser Left,,42.42723,1.64855,1848,40.937,3.186,0.722128829,,23.146,1.699,110,105,50,50,0.5775,4.46,0.751941276,1.553475,23.2931,1.1155,0.1471,0.1471,Good,Good,C,1.048,0.455,0,1,0,SR,0.25,0,13.73892,0,955.42548,14.15699
ARL-139,Arànser Left,,42.42736,1.6492,1845,48.201,3.186,0.712168109,,15.956,1.693,100,95,80,95,0.76,5.02,0.802274156,2.0444,23.2931,1.1155,7.3371,7.3371,Young,Bad,C,1.053,0.8,0,1,0,A,0.25,0,14.77256,0,896.25466,16.27462
ARL-140,Arànser Left,,42.4275,1.64963,1833,40.506,4.438,0.928777714,,23.612,1.7,200,80,60,80,0.96,6.56,0.717399562,2.5824,23.2931,1.1155,-0.3189,0.3189,Good,Good,OS,2.5,0.3,0.4,1,0.2,A,0.25,0,39.41217,23.99547,861.2664,22.08749
ARL-141,Arànser Left,,42.42725,1.65009,1834,40.342,2.287,0.537640532,,23.792,1.7,130,100,75,75,0.975,6.05,0.78595647,2.62275,23.2931,1.1155,-0.4989,0.4989,Good,Good,OS,1.3,0.577,0.8,1,0.4,A,0.75,0.5,25.03003,18.46413,802.98905,23.14797
ARL-142,Arànser Left,,42.4271,1.65048,1833,39.774,2.761,0.605790166,,24.416,1.702,175,160,110,175,3.08,12.97,0.789304586,8.2852,23.2931,1.1155,-1.1229,1.1229,Good,Good,OS,1.094,0.629,0.8,1,0,SA,0,1,20.70054,15.36534,756.97062,25.68207
ARL-143,Arànser Left,,42.42727,1.65049,1823,41.559,3.778,0.806770321,,22.483,1.697,270,200,190,200,10.26,28.66,0.796720843,27.5994,23.2931,1.1155,0.8101,0.8101,Good,Good,OS,1.35,0.704,0.4,1,0,SA,0.25,0,39.22105,33.97822,765.55964,23.34611
ARL-144,Arànser Left,,42.42718,1.65069,1822,40.115,3.04,0.67109465,,24.039,1.701,110,75,50,50,0.4125,3.5,0.765653106,1.109625,23.2931,1.1155,-0.7459,0.7459,Good,Good,OS,1.467,0.455,0.8,1,0.6,R,0,0.5,36.15705,29.78348,741.31831,29.81381
ARL-145,Arànser Left,,42.427,1.65072,1830,41.463,3.464,0.777637772,,22.585,1.697,135,95,70,70,0.89775,5.785,0.777948839,2.4149475,23.2931,1.1155,0.7081,0.7081,Good,Good,OS,1.421,0.519,0.6,1,0,A,0.25,0.5,18.1325,11.1978,728.25505,25.44395
ARL-146,Arànser Left,,42.42711,1.65111,1820,40.626,3.632,0.796221764,,23.483,1.699,110,100,75,75,0.825,5.35,0.795120544,2.21925,23.2931,1.1155,-0.1899,0.1899,Good,Good,OS,1.1,0.682,0.6,1,0.2,R,0,0,42.21421,35.12607,697.49858,23.97104
ARL-147,Arànser Left,,42.42706,1.65144,1817,40.09,2.745,0.634520829,,24.067,1.701,105,60,50,60,0.315,2.91,0.769363369,0.84735,23.2931,1.1155,-0.7739,0.7739,Good,Good,OS,1.75,0.476,0,1,0,SR,0,0.5,46.90189,33.27927,663.72448,20.48477
ARL-148,Arànser Left,,42.42682,1.65207,1811,41.002,3.042,0.709551833,,23.077,1.698,140,130,105,105,1.911,9.31,0.799910814,5.14059,23.2931,1.1155,0.2161,0.2161,Good,Good,OS,1.077,0.75,0.4,1,0,R,0.25,0.5,45.2031,19.23804,590.8586,20.33357
ARL-149,Arànser Left,,42.42655,1.6527,1806,41.006,3.861,0.870732106,,23.073,1.698,110,75,50,50,0.4125,3.5,0.765653106,1.109625,23.2931,1.1155,0.2201,0.2201,Good,Good,OS,1.467,0.455,0.4,1,0.4,SR,0.5,0,51.28242,26.63358,516.58205,20.74649
ARL-150,Arànser Left,,42.42577,1.65448,1786,39.965,2.935,0.717941236,,24.205,1.701,115,115,110,110,1.45475,7.705,0.805818175,3.9132775,23.2931,1.1155,-0.9119,0.9119,Good,Good,OS,1,0.957,0.2,1,0,SR,0.5,0,70.88672,43.45979,310.6498,30.52742
ARL-151,Arànser Left,,42.42781,1.64639,1874,48.01,3.6,0.8018929,,16.131,1.693,230,140,105,105,3.381,14.21,0.766631795,9.09489,23.2931,1.1155,7.1621,7.1621,Young,Bad,C,1.643,0.457,0,1,0.4,A,0.5,0,1.20299,0,1201.95542,16.58311
ARL-152,Arànser Left,,42.42749,1.64596,1865,41.99,3.363,0.767926147,,22.029,1.696,120,75,60,60,0.54,4.14,0.7746038,1.4526,23.2931,1.1155,1.2641,1.2641,Good,Good,IS,1.6,0.5,0,1,0.6,SA,0.25,0,39.15076,34.98836,1233.89034,21.13822
ARL-153,Arànser Left,,42.42766,1.6459,1874,52.895,3.136,0.71971492,,11.865,1.701,150,110,70,110,1.155,6.94,0.767089392,3.10695,23.2931,1.1155,11.4281,11.4281,Young,Bad,IS,1.364,0.467,0,1,0,A,0.75,0,21.41377,17.60295,1246.68395,19.85279
ARL-154,Arànser Left,,42.42745,1.64567,1868,45.329,3.205,0.714568697,,18.661,1.692,145,60,50,50,0.435,3.79,0.732550809,1.17015,23.2931,1.1155,4.6321,4.6321,Young,Bad,IS,2.417,0.345,0,1,0.4,SR,0,0,48.48127,45.22615,1262.84477,26.59416
ARL-155,Arànser Left,,42.42764,1.64539,1873,45.801,3.215,0.754270573,,18.204,1.692,110,60,50,50,0.33,3.02,0.764691873,0.8877,23.2931,1.1155,5.0891,5.0891,Young,Bad,IS,1.833,0.455,0,1,0.2,A,0,0,37.48459,32.59778,1299.25957,26.92076
ARL-156,Arànser Left,,42.42793,1.64477,1894,49.879,3.795,0.863374486,,14.45,1.695,110,100,70,70,0.77,5.14,0.790402228,2.0713,23.2931,1.1155,8.8431,8.8431,Young,Bad,IS,1.1,0.636,0.2,1,0.2,R,0.5,0,37.05986,32.91387,1375.12125,25.14743
ARL-157,Arànser Left,,42.42798,1.64432,1900,40.828,3.795,0.812354494,,23.265,1.699,175,160,110,110,3.08,12.97,0.789304586,8.2852,23.2931,1.1155,0.0281,0.0281,Good,Good,IS,1.094,0.629,0.4,1,0,A,1,0,53.15168,47.40698,1424.17589,20.67769
ARL-158,Arànser Left,,42.42833,1.64392,1913,40.997,3.528,0.787698916,,23.082,1.698,75,70,30,30,0.1575,1.92,0.734575774,0.423675,23.2931,1.1155,0.2111,0.2111,Good,Good,IS,1.071,0.4,0.2,1,0.4,R,0.5,0,42.03928,27.90384,1479.27397,16.16154
ARL-159,Arànser Left,,42.42794,1.64392,1898,57.499,3.095,0.677394286,,8.192,1.715,75,60,50,60,0.225,2.25,0.795102804,0.60525,23.2931,1.1155,15.1011,15.1011,Young,Bad,IS,1.25,0.667,0,1,0,R,0.25,1,78.75324,67.80061,1464.82495,28.49692
ARL-160,Arànser Left,,42.42773,1.64373,1886,40.568,4.152,0.893335514,,23.545,1.7,340,135,120,135,5.508,20.58,0.732883102,14.81652,23.2931,1.1155,-0.2519,0.2519,Good,Good,IS,2.519,0.353,0.2,1,0.4,A,1,0,110.08886,97.53837,1477.67676,28.42782
ARL-161,Arànser Left,,42.42763,1.64424,1886,41.175,2.981,0.647358747,,22.892,1.698,155,100,90,100,1.395,7.69,0.785128224,3.75255,23.2931,1.1155,0.4011,0.4011,Good,Good,IS,1.55,0.581,0.2,1,0.4,A,1,0,92.35411,86.92182,1420.20101,28.04601
ARL-162,Arànser Left,,42.42768,1.64453,1893,45.156,4.452,0.973105298,,18.829,1.693,130,115,75,130,1.12125,6.665,0.783103097,3.0161625,23.2931,1.1155,4.4641,4.4641,Young,Bad,IS,1.13,0.577,0,1,0.2,SR,0.25,0,74.02826,69.34828,1391.24283,27.45766
ARL-163,Arànser Left,,42.42746,1.64456,1881,41.117,4.121,0.881820226,,22.954,1.698,200,175,80,80,2.8,13,0.739002872,7.532,23.2931,1.1155,0.3391,0.3391,Good,Good,IS,1.143,0.4,0.2,1,0,A,1,0,94.27711,90.21294,1380.51978,29.7465
ARL-164,Arànser Left,,42.42761,1.6449,1883,48.056,3.538,0.786661514,,16.089,1.693,110,80,55,55,0.484,3.85,0.77431969,1.30196,23.2931,1.1155,7.2041,7.2041,Young,Bad,IS,1.375,0.5,0,1,0.2,SA,0,0,62.27021,58.05278,1349.71287,31.17721
ARL-165,Arànser Left,,42.42738,1.64517,1866,46.547,3.039,0.701342079,,17.493,1.692,130,105,60,60,0.819,5.55,0.762746826,2.20311,23.2931,1.1155,5.8001,5.8001,Young,Bad,IS,1.238,0.462,0,1,0.6,SR,0,0,73.67193,68.5432,1313.1306,23.68165
ARL-166,Arànser Left,,42.4271,1.64492,1862,45.875,3.529,0.819907314,,18.134,1.692,110,100,80,100,0.88,5.56,0.798725925,2.3672,23.2931,1.1155,5.1591,5.1591,Young,Bad,IS,1.1,0.727,0,1,0.6,SR,0.25,0,113.48292,107.79938,1330.5134,27.19279
ARL-167,Arànser Left,,42.4268,1.64483,1847,40.556,3.521,0.813030502,,23.558,1.7,115,95,50,50,0.54625,4.285,0.75415555,1.4694125,23.2931,1.1155,-0.2649,0.2649,Good,Good,IS,1.211,0.435,0.2,1,0.2,A,0.25,0.5,147.93206,142.53173,1331.17826,30.55293
ARL-168,Arànser Left,,42.42704,1.64422,1852,50.16,4.216,0.985806035,,14.203,1.696,95,65,40,40,0.247,2.515,0.756967855,0.66443,23.2931,1.1155,9.0901,9.0901,Young,Bad,IS,1.462,0.421,0,1,0.2,SA,0.25,0,153.16711,148.49194,1403.68847,25.11175
ARL-169,Arànser Left,,42.42716,1.64418,1858,48.076,4.558,0.947645423,,16.071,1.693,240,210,85,85,4.284,17.73,0.719462833,11.52396,23.2931,1.1155,7.2221,7.2221,Young,Bad,IS,1.143,0.354,0.2,1,0.4,A,0.75,0,142.83983,137.8756,1411.53651,30.37304
ARL-170,Arànser Left,,42.42698,1.64385,1845,40.667,3.956,0.818891523,,23.438,1.699,150,100,60,60,0.9,6,0.75132507,2.421,23.2931,1.1155,-0.1449,0.1449,Good,Good,IS,1.5,0.4,0.2,1,0,A,0.5,0,176.13151,170.15353,1441.78779,28.56935
ARL-171,Arànser Left,,42.42657,1.64384,1820,40.839,3.276,0.728735733,,23.252,1.699,175,80,75,80,1.05,6.625,0.754092187,2.8245,23.2931,1.1155,0.0411,0.0411,Good,Good,IS,2.188,0.429,0.2,1,0.2,SA,0,0.5,218.24858,213.03004,1432.11716,30.67434
ARL-172,Arànser Left,,42.42644,1.64431,1814,41.784,3.728,0.829743393,,22.245,1.697,110,80,75,80,0.66,4.61,0.795205099,1.7754,23.2931,1.1155,1.0481,1.0481,Good,Good,IS,1.375,0.682,0,1,0,SA,0.25,1,208.0512,203.89564,1377.89634,29.69788
ARL-173,Arànser Left,,42.42606,1.64483,1805,40.508,4.125,0.891394307,,23.611,1.7,200,140,95,95,2.66,12.06,0.769823636,7.1554,23.2931,1.1155,-0.3179,0.3179,Good,Good,IS,1.429,0.475,0,1,0,SA,0.75,0,223.87726,219.05912,1312.47475,23.00159
ARL-174,Arànser Left,,42.42641,1.64465,1815,40.646,3.115,0.705904118,,23.46,1.699,130,100,60,60,0.78,5.36,0.764508649,2.0982,23.2931,1.1155,-0.1669,0.1669,Good,Good,IS,1.3,0.462,0.2,1,0,A,0.75,1,195.74723,190.27878,1340.24255,29.00935
ARL-175,Arànser Left,,42.4265,1.64511,1826,43.615,4.467,1.000669441,,20.357,1.694,100,50,35,35,0.175,2.05,0.738055401,0.47075,23.2931,1.1155,2.9361,2.9361,Young,Bad,IS,2,0.35,0,1,0.4,R,0,0,167.35318,162.23734,1292.71638,26.47378
ARL-176,Arànser Left,,42.42614,1.64537,1809,39.775,2.607,0.571197558,,24.415,1.702,110,100,50,50,0.55,4.3,0.754960324,1.4795,23.2931,1.1155,-1.1219,1.1219,Good,Good,IS,1.1,0.455,0,1,0.4,SR,0.5,0,198.08367,194.6931,1255.46945,23.72882
ARL-177,Arànser Left,,42.42655,1.64577,1820,41.632,3.371,0.728250386,,22.406,1.697,160,75,70,70,0.84,5.69,0.756643633,2.2596,23.2931,1.1155,0.8871,0.8871,Good,Good,IS,2.133,0.438,0.6,1,0.8,SR,0,0,145.76269,141.73034,1222.90041,24.24395
ARL-178,Arànser Left,,42.42675,1.64559,1829,41.03,4.041,0.931022328,,23.047,1.698,100,70,60,60,0.42,3.44,0.788421651,1.1298,23.2931,1.1155,0.2461,0.2461,Good,Good,IS,1.429,0.6,0,1,0,R,0,0,126.69828,123.4716,1248.08306,23.32837
ARL-179,Arànser Left,,42.42688,1.64526,1841,57.99,3.754,0.792934329,,7.817,1.717,115,65,50,50,0.37375,3.295,0.761522676,1.0053875,23.2931,1.1155,15.4761,15.4761,Young,Bad,IS,1.769,0.435,0,1,0,SA,0,0,122.05109,116.83389,1287.36369,33.68581
ARL-180,Arànser Left,,42.42712,1.64545,1844,50.746,2.765,0.641821537,,13.691,1.697,215,130,110,110,3.0745,13.18,0.775803461,8.270405,23.2931,1.1155,9.6021,9.6021,Young,Bad,IS,1.654,0.512,0.2,1,0.2,SR,0.5,0,90.51529,85.79572,1274.66702,29.2276
ARL-181,Arànser Left,,42.42658,1.64346,1816,39.824,4.098,0.895220172,,24.36,1.702,170,110,105,105,1.9635,9.62,0.788248203,5.281815,23.2931,1.1155,-1.0669,1.0669,Good,Good,IS,1.545,0.618,0,1,0,R,0.5,0.5,235.50264,227.45421,1473.64635,21.23025
ARL-182,Arànser Left,,42.42681,1.64313,1826,53.282,3.236,0.701140489,,11.545,1.702,110,100,75,75,0.825,5.35,0.795120544,2.21925,23.2931,1.1155,11.7481,11.7481,Young,Bad,IS,1.1,0.682,0,1,0,R,0,0.5,232.23641,218.31801,1515.12383,26.78682
ARL-183,Arànser Left,,42.42712,1.64294,1841,50.555,3.953,0.908297495,,13.857,1.696,130,105,80,105,1.092,6.49,0.790171182,2.93748,23.2931,1.1155,9.4361,9.4361,Young,Bad,IS,1.238,0.615,0,1,0.2,SA,0.25,0,209.62708,198.05124,1543.79574,30.8792
ARL-184,Arànser Left,,42.42744,1.6425,1851,61.993,2.883,0.645375849,,4.879,1.732,110,80,60,60,0.528,4.04,0.78197351,1.42032,23.2931,1.1155,18.4141,18.4141,Young,Bad,IS,1.375,0.545,0,1,0,R,0,0.5,196.7189,185.22471,1600.1508,33.67549
ARL-185,Arànser Left,,42.42767,1.64239,1863,41.995,3.642,0.776141898,,22.024,1.696,110,100,55,55,0.605,4.51,0.767027908,1.62745,23.2931,1.1155,1.2691,1.2691,Good,Good,IS,1.1,0.5,0.2,1,0.6,A,1,0,178.11801,167.46026,1618.72695,31.71694
ARL-186,Arànser Left,,42.42789,1.64185,1865,51.41,3.104,0.688205422,,13.119,1.698,95,65,60,65,0.3705,3.155,0.790697264,0.996645,23.2931,1.1155,10.1741,10.1741,Young,Bad,IS,1.462,0.632,0.2,1,0.8,SR,0.25,0,181.83135,175.27054,1683.24031,32.07873
ARL-187,Arànser Left,,42.42827,1.64143,1875,59.376,2.586,0.579749653,,6.778,1.722,125,115,75,115,1.078125,6.475,0.785278601,2.90015625,23.2931,1.1155,16.5151,16.5151,Young,Bad,IS,1.087,0.6,0,0,0,A,0,0.5,180.42771,173.81022,1740.04297,31.56833
ARL-188,Arànser Left,,42.42845,1.64157,1896,48.752,4.24,0.935902605,,15.456,1.694,240,150,75,75,2.7,13.05,0.718537528,7.263,23.2931,1.1155,7.8371,7.8371,Young,Bad,IS,1.6,0.313,0,1,0,SA,0.5,0,155.52042,148.81384,1731.10583,33.23229
ARL-189,Arànser Left,,42.42906,1.64132,1914,59.047,4.521,0.953490112,,7.022,1.72,155,100,60,60,0.93,6.16,0.747983546,2.5017,23.2931,1.1155,16.2711,16.2711,Young,Bad,IS,1.55,0.387,0,1,0.6,SR,0.25,0,137.33941,126.18785,1779.10831,32.29519
ARL-190,Arànser Left,,42.42947,1.64109,1924,41.134,4.17,0.961105579,,22.936,1.698,120,90,70,90,0.756,5.1,0.786916187,2.03364,23.2931,1.1155,0.3571,0.3571,Good,Good,IS,1.333,0.583,0,1,0.4,SA,0.25,0,121.1415,111.58518,1818.7854,32.84274
ARL-191,Arànser Left,,42.42974,1.64101,1931,61.114,3.004,0.673164892,,5.508,1.729,90,80,30,30,0.216,2.46,0.707703785,0.58104,23.2931,1.1155,17.7851,17.7851,Young,Bad,IS,1.125,0.333,0.2,1,0,A,0.5,0,105.58142,96.22004,1837.84638,34.95097
ARL-192,Arànser Left,,42.42998,1.64069,1931,65.98,2.577,0.601293172,,2.135,1.751,75,65,60,60,0.2925,2.655,0.802608053,0.786825,23.2931,1.1155,21.1581,21.1581,Young,Bad,IS,1.154,0.8,0,0,0,A,0,1,110.63096,101.58359,1880.78488,29.77377
