Sample_name,Landform,Sub-Landform,Latitude_DD,Longitude_DD,Elevation_m,SH_Mean,SH_MAD,SH_SEM,TCN_Sample_Name,Calibrated_Age_ka,Calibrated_Uncertainty_ka,A_axis_cm,B_axis_cm,C_axis_cm,Ground_Height_cm,Volume_m3,Surface_area_m2,Sphericity,Mass_Tonnes,Landform_Age_ka,Landform_Uncertainty_ka,Relative_Difference_ka,Absolute_Difference_ka,Class_95,General_Class_95,Moraine_Group,AB_Ratio,AC_Ratio,Moss,Lichen,Embedded,Angularity,Fractured,Matrix,Crest_polyline_dist_m,Crest_polygon_dist_m,Front_Dist_m,Slope_Angle_deg
L-01,Soum d'Ech,Outer,43.0853,-0.08995,760,39.997,5.178,1.102832162,,24.17,1.701,350,240,220,240,18.48,42.76,0.79052281,49.7112,27.9981,1.0617,3.8281,3.8281,Young,Bad,OS,1.458,0.629,0.2,1,0.2,SA,0,0,47.83153485,43.35117,936.94911,12.17632
L-02,Soum d'Ech,Outer,43.08543,-0.08983,758,38.503,3.848,0.926005735,,25.846,1.707,190,120,70,120,1.596,8.9,0.742077691,4.29324,27.9981,1.0617,2.1521,2.1521,Good,Good,OS,1.583,0.368,0.4,1,0,A,0.25,0,56.74310077,48.19964,918.9901,12.56096
L-03,Soum d'Ech,Outer,43.08542,-0.08967,765,38.448,4.844,1.054609268,,25.908,1.707,340,250,190,190,16.15,39.42,0.783819124,43.4435,27.9981,1.0617,2.0901,2.0901,Good,Good,OS,1.36,0.559,0.4,1,0,SR,0,0,52.16300442,43.28171,903.03782,8.35306
L-04,Soum d'Ech,Outer,43.08546,-0.08953,765,39.406,3.947,0.867886309,,24.825,1.703,180,100,95,95,1.71,8.92,0.775264701,4.5999,27.9981,1.0617,3.1731,3.1731,Young,Bad,OS,1.8,0.528,0,1,0.4,SA,0.25,0,53.39387314,45.41817,886.96559,10.10097
L-05,Soum d'Ech,Outer,43.08543,-0.08929,766,38.522,5.398,1.183170175,,25.823,1.707,220,120,100,100,2.64,12.08,0.764691873,7.1016,27.9981,1.0617,2.1751,2.1751,Good,Good,OS,1.833,0.455,0.4,1,0.6,SA,0.5,0,44.95516472,36.90285,863.89161,19.61664
L-06,Soum d'Ech,Outer,43.08538,-0.08944,763,40.406,3.491,0.805133344,,23.722,1.7,250,105,100,105,2.625,12.35,0.745137989,7.06125,27.9981,1.0617,4.2761,4.2761,Young,Bad,OS,2.381,0.4,0.4,1,0.2,SR,0,0,42.870733,35.14822,881.40085,15.40279
L-07,Soum d'Ech,Outer,43.08523,-0.08962,760,39.12,4.132,0.938983898,,25.145,1.704,230,110,70,70,1.771,9.82,0.720861245,4.76399,27.9981,1.0617,2.8531,2.8531,Young,Bad,OS,2.091,0.304,0.2,1,0,R,0,0,30.73370167,21.54919,906.55356,14.17092
L-08,Soum d'Ech,Outer,43.08501,-0.08959,753,39.231,4.695,1.074653914,,25.02,1.704,110,95,40,40,0.418,3.73,0.724813289,1.12442,27.9981,1.0617,2.9781,2.9781,Young,Bad,C,1.158,0.364,0,1,0.4,R,0.25,0,6.540789381,0,914.04962,16.46288
L-09,Soum d'Ech,Outer,43.08495,-0.08936,753,38.485,4.446,1.037199,,25.866,1.707,160,90,75,75,1.08,6.63,0.767808825,2.9052,27.9981,1.0617,2.1321,2.1321,Good,Good,C,1.778,0.469,0.2,1,0.4,SR,0.25,0,4.904589899,0,894.18035,13.51858
L-10,Soum d'Ech,Outer,43.08488,-0.08918,750,42.571,4.887,1.13187082,,21.424,1.695,190,100,45,45,0.855,6.41,0.679626292,2.29995,27.9981,1.0617,6.5741,6.5741,Young,Bad,IS,1.9,0.237,0,1,0.6,SR,0,0,16.31751645,6.79737,880.08671,20.10418
L-11,Soum d'Ech,Inner,43.08458,-0.08918,744,36.642,4.268,0.93296337,,28.026,1.716,140,140,50,50,0.98,6.72,0.710011803,2.6362,27.9981,1.0617,-0.0279,0.0279,Good,Good,C,1,0.357,0.2,1,0,SA,0,0,6.922085123,0,896.40949,3.7594
L-12,Soum d'Ech,Inner,43.08442,-0.08903,740,38.164,5.426,1.234999552,,26.235,1.708,145,110,60,60,0.957,6.25,0.751413048,2.57433,27.9981,1.0617,1.7631,1.7631,Good,Good,IS,1.318,0.414,0.4,1,0.4,SR,0,0,14.32487166,8.55285,891.25279,14.64219
L-13,Soum d'Ech,Inner,43.08438,-0.08852,747,41.764,5.901,1.298359842,,22.267,1.697,350,270,180,180,17.01,41.22,0.775971337,45.7569,27.9981,1.0617,5.7311,5.7311,Young,Bad,C,1.296,0.514,0,1,0,A,0.75,0,3.554792444,0,845.9732,12.05721
L-14,Soum d'Ech,Inner,43.08449,-0.08826,747,38.361,3.934,0.931418524,,26.008,1.707,205,110,105,105,2.36775,11.125,0.772220515,6.3692475,27.9981,1.0617,1.9901,1.9901,Good,Good,C,1.864,0.512,0.6,1,0,A,0.25,0,0.51211156,0,815.15365,13.72415
L-15,Soum d'Ech,Inner,43.08466,-0.08855,755,36.318,4.715,1.064068412,,28.416,1.718,190,140,75,75,1.995,10.27,0.746235,5.36655,27.9981,1.0617,-0.4179,0.4179,Good,Good,C,1.357,0.395,0.4,1,0.6,A,0.75,0,5.381819172,0,831.77191,14.7043
L-16,Soum d'Ech,Inner,43.08471,-0.08822,755,40.795,4.045,0.914513818,,23.299,1.699,195,120,110,110,2.574,11.61,0.782331709,6.92406,27.9981,1.0617,4.6991,4.6991,Young,Bad,C,1.625,0.564,0.4,1,0.6,R,0,0,11.76523513,0,797.83076,7.65412
L-17,Soum d'Ech,Outer,43.08505,-0.08859,758,35.611,3.207,0.72222154,,29.283,1.722,160,130,70,70,1.456,8.22,0.75576462,3.91664,27.9981,1.0617,-1.2849,1.2849,Good,Good,IS,1.231,0.438,0.2,1,0.4,A,0.25,0,18.0640905,9.57393,813.41952,27.15855
L-18,Soum d'Ech,Outer,43.08513,-0.08891,762,38.009,4.402,1.041548515,,26.414,1.709,180,90,80,90,1.296,7.56,0.76038288,3.48624,27.9981,1.0617,1.5841,1.5841,Good,Good,C,2,0.444,0.4,1,0.2,SA,0,0,2.316005464,0,840.48869,19.10324
L-19,Soum d'Ech,Outer,43.08545,-0.08882,765,37.359,5.134,1.2267324,,27.173,1.712,200,170,95,95,3.23,13.83,0.764064976,8.6887,27.9981,1.0617,0.8251,0.8251,Good,Good,OS,1.176,0.475,0.2,1,0.2,SA,0.75,0,29.89696029,21.71129,815.54273,16.28394
L-20,Soum d'Ech,Outer,43.08534,-0.08863,774,38.8,4.996,1.138481679,,25.507,1.706,190,160,70,70,2.128,10.98,0.728667725,5.72432,27.9981,1.0617,2.4911,2.4911,Young,Bad,C,1.188,0.368,0.2,1,0,SR,0.5,0,10.53354925,0,802.05828,13.28648
L-21,Soum d'Ech,Outer,43.08558,-0.08824,775,36.026,5.965,1.228079779,,28.773,1.719,160,100,85,85,1.36,7.62,0.779031632,3.6584,27.9981,1.0617,-0.7749,0.7749,Good,Good,C,1.6,0.531,0.2,1,0.2,SR,0,0,3.553578911,0,751.24493,11.79273
L-22,Soum d'Ech,Outer,43.08571,-0.08802,779,40.623,5.374,1.167424215,,23.486,1.699,100,100,60,100,0.6,4.4,0.781865917,1.614,27.9981,1.0617,4.5121,4.5121,Young,Bad,C,1,0.6,0.2,1,0.4,SA,0,0,1.503041736,0,722.86047,5.93273
L-23,Soum d'Ech,Outer,43.085566,-0.087873,774,48.856,4.315,1.00408379,,15.362,1.694,120,50,40,40,0.24,2.56,0.729544275,0.6456,27.9981,1.0617,12.6361,12.6361,Young,Bad,IS,2.4,0.333,0,1,0.6,SR,0,0,18.43262298,9.43885,715.78091,3.7594
L-24,Soum d'Ech,Inner,43.08499,-0.08786,767,40.983,4.706,1.04245707,,23.098,1.698,240,110,60,60,1.584,9.48,0.693179811,4.26096,27.9981,1.0617,4.9001,4.9001,Young,Bad,C,2.182,0.25,0,1,0,SR,0,0,1.010839311,0,747.24488,9.45518
L-25,Soum d'Ech,Inner,43.08487,-0.08759,757,38.483,4.943,1.137785674,,25.868,1.707,190,120,85,85,1.938,9.83,0.764715316,5.21322,27.9981,1.0617,2.1301,2.1301,Good,Good,IS,1.583,0.447,0.2,1,0.2,A,1,0,23.00808357,18.94457,729.75424,18.03504
L-26,Soum d'Ech,Inner,43.0851,-0.08731,762,40.087,4.42,0.970576576,,24.07,1.701,230,160,105,160,3.864,15.55,0.765793736,10.39416,27.9981,1.0617,3.9281,3.9281,Young,Bad,IS,1.438,0.457,0.2,1,0,R,0,0,17.11757495,10.86165,689.54315,13.04241
L-27,Soum d'Ech,Inner,43.08526,-0.08749,766,36.828,5.42,1.196144303,,27.803,1.715,230,90,80,90,1.656,9.26,0.730993238,4.45464,27.9981,1.0617,0.1951,0.1951,Good,Good,C,2.556,0.348,0.6,1,0,SA,0,0,5.063153746,0,696.3459,6.69792
L-28,Soum d'Ech,Outer,43.08559,-0.08753,772,40.477,5.043,1.158267248,,23.644,1.7,220,140,130,130,4.004,15.52,0.785697046,10.77076,27.9981,1.0617,4.3541,4.3541,Young,Bad,IS,1.571,0.591,0.4,1,0.2,SA,0,0,33.81813265,25.3657,681.12338,21.65778
L-29,Soum d'Ech,Outer,43.08576,-0.08741,775,39.792,5.329,1.1143941,,24.396,1.702,140,105,60,60,0.882,5.88,0.756401745,2.37258,27.9981,1.0617,3.6021,3.6021,Young,Bad,IS,1.333,0.429,0,1,0,A,0,0,24.0366947,12.09746,660.2006,18.62482
L-30,Soum d'Ech,Outer,43.08595,-0.0875,778,37.028,5.392,1.182817208,,27.565,1.714,270,200,190,200,10.26,28.66,0.796720843,27.5994,27.9981,1.0617,0.4331,0.4331,Good,Good,C,1.35,0.704,0,1,0,A,1,0,2.441822408,0,659.14676,6.54096
L-31,Soum d'Ech,Outer,43.08603,-0.08765,779,39.299,4.345,0.938963898,,24.944,1.704,190,100,85,85,1.615,8.73,0.762520572,4.34435,27.9981,1.0617,3.0541,3.0541,Young,Bad,C,1.9,0.447,0.2,1,0,SA,0.5,0,11.76128168,0,670.18494,4.24078
L-32,Soum d'Ech,Outer,43.08617,-0.08725,779,38.863,5.051,1.10689589,ECH03,25.435,1.705,140,100,90,90,1.26,7.12,0.792351396,3.3894,27.9981,1.0617,2.5631,2.5631,Young,Bad,C,1.4,0.643,0.2,1,0,A,1,0,3.813018885,0,623.3146,16.49682
L-33,Soum d'Ech,Outer,43.08599,-0.08723,779,40.101,3.665,0.900648668,,24.055,1.701,105,80,70,80,0.588,4.27,0.794891403,1.58172,27.9981,1.0617,3.9431,3.9431,Young,Bad,C,1.313,0.667,0,1,0.4,SA,0,0,12.34696388,0,630.40356,9.75227
L-34,Soum d'Ech,Outer,43.08584,-0.08701,769,39.853,4.96,1.108542888,,24.328,1.702,150,100,65,65,0.975,6.25,0.760805863,2.62275,27.9981,1.0617,3.6701,3.6701,Young,Bad,IS,1.5,0.433,0.2,1,0.2,SR,0,0,31.19940019,24.06122,617.07759,28.88605
L-35,Soum d'Ech,Inner,43.08543,-0.08681,762,36.506,5.759,1.216840795,,28.189,1.717,160,105,100,105,1.68,8.66,0.789173367,4.5192,27.9981,1.0617,-0.1909,0.1909,Good,Good,C,1.524,0.625,0,1,0,R,0.25,0,0.781173626,0,622.87309,12.31801
L-36,Soum d'Ech,Inner,43.08567,-0.08675,763,37.964,5.037,1.125268855,,26.466,1.709,120,80,75,80,0.72,4.92,0.789600387,1.9368,27.9981,1.0617,1.5321,1.5321,Good,Good,C,1.5,0.625,0.4,1,0,SR,0,0,3.211846762,0,602.38658,2.43241
L-37,Soum d'Ech,Inner,43.08571,-0.08635,761,42.28,4.056,1.049286577,,21.726,1.696,150,125,90,90,1.6875,8.7,0.787881179,4.539375,27.9981,1.0617,6.2721,6.2721,Young,Bad,C,1.2,0.6,0,1,0.2,SA,0,0,2.570789246,0,563.05328,13.89969
L-38,Soum d'Ech,Inner,43.08559,-0.08631,758,38.385,4.778,1.039590814,,25.98,1.707,180,110,75,75,1.485,8.31,0.757473429,3.99465,27.9981,1.0617,2.0181,2.0181,Good,Good,IS,1.636,0.417,0.4,1,0,SA,0,0,10.25087131,6.39246,567.28941,19.71137
L-39,Soum d'Ech,Inner,43.08552,-0.0861,749,37.691,3.735,0.848324921,,26.784,1.71,420,300,100,100,12.6,39.6,0.661255507,33.894,27.9981,1.0617,1.2141,1.2141,Good,Good,IS,1.4,0.238,0.2,1,0.2,A,0.25,0,26.38518837,22.44901,553.54449,20.73733
L-40,Soum d'Ech,Inner,43.08546,-0.08597,745,38.298,4.685,1.108442107,,26.08,1.708,440,160,150,150,10.56,32.08,0.725591818,28.4064,27.9981,1.0617,1.9181,1.9181,Good,Good,IS,2.75,0.341,0.4,1,0,SA,0,0,37.84717068,33.72973,546.61611,8.95006
L-41,Soum d'Ech,Inner,43.08569,-0.08586,753,46.35,5.764,1.241573021,,17.68,1.692,175,140,40,40,0.98,7.42,0.643029558,2.6362,27.9981,1.0617,10.3181,10.3181,Young,Bad,IS,1.25,0.229,0.2,1,0.4,SA,0.25,0,22.08488456,15.75995,520.86579,15.60493
L-42,Soum d'Ech,Inner,43.08592,-0.08595,760,43.018,4.554,1.093999386,,20.964,1.694,180,140,90,90,2.268,10.8,0.772957714,6.10092,27.9981,1.0617,7.0341,7.0341,Young,Bad,C,1.286,0.5,0.2,1,0.2,SA,0.25,0,2.983892347,0,513.24201,13.28218
L-43,Soum d'Ech,Inner,43.08602,-0.08606,763,37.226,4.593,1.028350418,,27.33,1.713,170,100,100,100,1.7,8.8,0.782769809,4.573,27.9981,1.0617,0.6681,0.6681,Good,Good,C,1.7,0.588,0.2,1,0,SA,0.75,0,0.761757767,0,516.8594,3.33505
L-44,Soum d'Ech,Inner,43.08615,-0.08601,763,40.067,3.708,0.843024695,,24.092,1.701,180,105,60,60,1.134,7.2,0.730399271,3.05046,27.9981,1.0617,3.9061,3.9061,Young,Bad,C,1.714,0.333,0.8,1,0.2,R,0,0,3.443698364,0,504.19865,8.62385
L-45,Soum d'Ech,Inner,43.08604,-0.08575,756,36.339,4.226,0.936466782,,28.392,1.717,150,100,80,80,1.2,7,0.780141861,3.228,27.9981,1.0617,-0.3939,0.3939,Good,Good,C,1.5,0.533,0.2,1,0.4,R,0.25,0,0.664338345,0,487.38363,14.68661
L-46,Soum d'Ech,Inner,43.08616,-0.08575,758,40.846,4.168,0.931403177,,23.245,1.699,125,100,70,100,0.875,5.65,0.783022747,2.35375,27.9981,1.0617,4.7531,4.7531,Young,Bad,C,1.25,0.56,0.4,1,0,R,0.25,0,9.111875446,0,479.6023,12.41723
L-47,Soum d'Ech,Inner,43.08602,-0.08562,754,41.171,4.314,0.967659404,,22.896,1.698,180,120,90,120,1.944,9.72,0.774964901,5.22936,27.9981,1.0617,5.1021,5.1021,Young,Bad,IS,1.5,0.5,0.4,1,0.6,SA,0,0,8.981963984,5.86307,477.14526,14.37716
L-48,Soum d'Ech,Inner,43.08612,-0.08527,745,39.417,3.626,0.87347989,,24.812,1.703,170,150,100,100,2.55,11.5,0.784897726,6.8595,27.9981,1.0617,3.1861,3.1861,Young,Bad,IS,1.133,0.588,0.2,1,0.6,SR,0,0,24.95242948,24.02429,439.7134,26.32064
L-49,Soum d'Ech,Inner,43.08633,-0.08544,755,38.684,4.246,0.957415805,,25.639,1.706,85,50,50,50,0.2125,2.2,0.782769809,0.571625,27.9981,1.0617,2.3591,2.3591,Young,Bad,C,1.7,0.588,0.2,1,0,A,0,0,0.835829381,0,440.49898,14.01171
L-50,Soum d'Ech,Inner,43.08638,-0.08561,757,38.143,5.999,1.270332478,,26.259,1.708,110,75,75,75,0.61875,4.425,0.793562233,1.6644375,27.9981,1.0617,1.7391,1.7391,Good,Good,C,1.467,0.682,0.2,1,0.6,R,0,0,5.187275382,0,452.92945,14.1221
L-51,Soum d'Ech,Outer,43.08665,-0.08607,760,40.328,4.181,0.928272076,,23.806,1.7,160,140,105,105,2.352,10.78,0.79339643,6.32688,27.9981,1.0617,4.1921,4.1921,Young,Bad,IS,1.143,0.656,0,1,0.2,SA,0,0,34.43787953,32.12905,481.93626,28.02516
L-52,Soum d'Ech,Outer,43.08688,-0.08628,765,38.148,3.688,0.858432916,,26.253,1.708,130,105,100,105,1.365,7.43,0.800910053,3.67185,27.9981,1.0617,1.7451,1.7451,Good,Good,IS,1.238,0.769,0.2,1,0,SA,0.25,0,7.942963305,4.56425,492.15428,22.87986
L-53,Soum d'Ech,Outer,43.08698,-0.08632,770,39.503,4.121,0.935968964,,24.716,1.703,130,105,65,65,0.88725,5.785,0.771871075,2.3867025,27.9981,1.0617,3.2821,3.2821,Young,Bad,C,1.238,0.5,0.2,1,0,A,0,0,0.604029357,0,491.98304,22.35624
L-54,Soum d'Ech,Outer,43.08673,-0.08647,773,40.762,4.585,1.092444191,,23.335,1.699,120,100,55,55,0.66,4.82,0.760559234,1.7754,27.9981,1.0617,4.6631,4.6631,Young,Bad,C,1.2,0.458,0,1,0,R,0.25,0,1.62412657,0,518.23378,10.43471
L-55,Soum d'Ech,Outer,43.08649,-0.08671,782,38.769,4.609,1.051665795,ECH04,25.542,1.706,220,180,100,100,3.96,15.92,0.760334187,10.6524,27.9981,1.0617,2.4561,2.4561,Young,Bad,C,1.222,0.455,0.4,1,0,SR,0.25,0,0.543227317,0,553.69223,7.949
L-56,Soum d'Ech,Outer,43.08638,-0.08658,777,52.065,6.015,1.358031315,,12.562,1.699,200,120,75,75,1.8,9.6,0.745408879,4.842,27.9981,1.0617,15.4361,15.4361,Young,Bad,IS,1.667,0.375,0.2,1,0,SA,0.5,0,16.66909395,10.71423,546.17045,22.00468
L-57,Soum d'Ech,Outer,43.086255,-0.086381,767,36.679,5.602,1.161148966,,27.982,1.716,130,105,50,50,0.6825,5.08,0.737941921,1.835925,27.9981,1.0617,0.0161,0.0161,Good,Good,IS,1.238,0.385,0,1,0,A,0.75,0,35.12641287,32.51281,533.34173,4.63609
L-58,Soum d'Ech,Outer,43.08628,-0.08699,783,42.433,4.379,0.978509002,ECH01,21.567,1.695,170,145,90,90,2.2185,10.6,0.776040788,5.967765,27.9981,1.0617,6.4311,6.4311,Young,Bad,C,1.172,0.529,0.2,1,0,SA,0.5,0,1.692151757,0,591.93714,7.56739
L-59,Soum d'Ech,Outer,43.08608,-0.08692,780,37.975,3.523,0.773887553,,26.453,1.709,130,60,40,40,0.312,3.08,0.722275922,0.83928,27.9981,1.0617,1.5451,1.5451,Good,Good,IS,2.167,0.308,0,1,0.4,A,0.5,0,21.73282349,9.36188,595.24708,17.93313
L-60,Soum d'Ech,Outer,43.08624,-0.08717,784,44.873,3.588,0.835819395,,19.105,1.693,125,100,40,40,0.5,4.3,0.708482301,1.345,27.9981,1.0617,8.8931,8.8931,Young,Bad,C,1.25,0.32,0.6,1,0.2,SA,0.5,0,5.190839748,0,611.89885,16.49682
L-61,Soum d'Ech,Outer,43.08771,-0.08572,758,45.498,4.394,1.085386945,,18.497,1.692,220,135,100,100,2.97,13.04,0.766262371,7.9893,27.9981,1.0617,9.5011,9.5011,Young,Bad,C,1.63,0.455,0,1,0,A,0.5,0,3.574896282,0,402.85353,27.2273
L-62,Soum d'Ech,Outer,43.08794,-0.08559,757,45.831,4.381,0.905174136,,18.176,1.692,570,300,230,300,39.33,74.22,0.75355069,105.7977,27.9981,1.0617,9.8221,9.8221,Young,Bad,C,1.9,0.404,0.6,1,0.6,SA,1,0,8.940582686,0,382.92934,7.28207
L-63,Soum d'Ech,Outer,43.08797,-0.08531,754,43.795,4.905,1.195876767,,20.176,1.693,335,140,65,140,3.0485,15.555,0.653639429,8.200465,27.9981,1.0617,7.8221,7.8221,Young,Bad,C,2.393,0.194,0.2,1,0,A,0,0,1.079601228,0,351.73612,19.38737
L-64,Soum d'Ech,Outer,43.08771,-0.08543,747,34.964,4.94,1.057890854,,30.089,1.726,110,105,85,85,0.98175,5.965,0.800831136,2.6409075,27.9981,1.0617,-2.0909,2.0909,Good,Good,IS,1.048,0.773,0,1,0.4,SA,0.25,0,19.1935193,11.36174,371.7221,33.89248
L-65,Soum d'Ech,Outer,43.08788,-0.08528,748,41.307,3.797,0.916194306,,22.75,1.698,250,170,85,85,3.6125,15.64,0.727979718,9.717625,27.9981,1.0617,5.2481,5.2481,Young,Bad,IS,1.471,0.34,0,1,0,A,0.25,0,9.225613012,4.87104,350.72,26.95972
L-66,Soum d'Ech,Outer,43.08786,-0.0851,744,40.464,4.175,1.01254208,,23.658,1.7,205,170,85,85,2.96225,13.345,0.747446338,7.9684525,27.9981,1.0617,4.3401,4.3401,Young,Bad,IS,1.206,0.415,0,1,0,SA,0,0,16.36083456,12.70409,331.86093,27.77921
L-67,Soum d'Ech,Outer,43.08807,-0.08485,753,36.429,4.204,0.986225646,,28.283,1.717,420,290,65,290,7.917,33.59,0.571892697,21.29673,27.9981,1.0617,-0.2849,0.2849,Good,Good,C,1.448,0.155,0.2,1,0.2,A,0.25,0,1.526000639,0,299.33354,26.73389
L-68,Soum d'Ech,Outer,43.08816,-0.08472,752,37.31,4.364,0.952924251,,27.23,1.712,210,175,105,105,3.85875,15.435,0.770800378,10.3800375,27.9981,1.0617,0.7681,0.7681,Good,Good,C,1.2,0.5,0.2,1,0,SR,0,0,2.846607895,0,283.17412,28.05387
L-69,Soum d'Ech,Outer,43.0881,-0.08468,744,38.16,5.841,1.193567195,,26.239,1.708,145,110,55,55,0.87725,5.995,0.739225923,2.3598025,27.9981,1.0617,1.7591,1.7591,Good,Good,C,1.318,0.379,0.2,1,0,SA,0,0,4.580093422,0,280.12948,32.22845
L-70,Soum d'Ech,Outer,43.08834,-0.08477,758,36.136,4.176,0.92922188,,28.638,1.719,100,95,75,75,0.7125,4.825,0.799545873,1.916625,27.9981,1.0617,-0.6399,0.6399,Good,Good,OS,1.053,0.75,0,1,0,SA,0.5,0,22.55526875,15.99952,285.69448,6.28258
L-71,Soum d'Ech,Outer,43.08847,-0.08443,757,51.279,3.696,0.864561846,,13.232,1.698,120,65,35,65,0.273,2.855,0.712830778,0.73437,27.9981,1.0617,14.7661,14.7661,Young,Bad,OS,1.846,0.292,0,0,0.4,A,0.5,0,25.39125079,17.95329,246.65998,7.21571
L-72,Soum d'Ech,Outer,43.08828,-0.08421,751,38.035,5.095,1.210180303,,26.383,1.709,215,125,110,110,2.95625,12.855,0.774888976,7.9523125,27.9981,1.0617,1.6151,1.6151,Good,Good,C,1.72,0.512,0.2,1,0,R,0,0,2.916582153,0,224.92598,18.23501
L-73,Soum d'Ech,Outer,43.08823,-0.08403,750,39.151,3.985,0.864998553,,25.11,1.704,190,75,55,75,0.78375,5.765,0.713077142,2.1082875,27.9981,1.0617,2.8881,2.8881,Young,Bad,C,2.533,0.289,0,1,0,SA,0.5,0,0.55198418,0,206.34983,18.2458
L-74,Soum d'Ech,Outer,43.08843,-0.08392,756,34.496,4.859,1.078268213,,30.682,1.73,160,150,60,60,1.44,8.52,0.723801576,3.8736,27.9981,1.0617,-2.6839,2.6839,Old,Bad,OS,1.067,0.375,0.2,1,0.4,SA,0,0,21.86873574,12.96172,190.54827,3.95357
L-75,Soum d'Ech,Outer,43.08833,-0.08355,757,38.04,4.671,1.046204556,,26.377,1.709,190,150,100,100,2.85,12.5,0.77768553,7.6665,27.9981,1.0617,1.6211,1.6211,Good,Good,C,1.267,0.526,0,1,0.4,SA,0,0,5.006901246,0,151.77464,6.98055
L-76,Soum d'Ech,Outer,43.08812,-0.0835,747,36.563,4.434,1.075809381,,28.121,1.716,320,175,100,100,5.6,21.1,0.722759298,15.064,27.9981,1.0617,-0.1229,0.1229,Good,Good,IS,1.829,0.313,0.2,1,0,A,0,0,18.63534471,13.46667,153.38275,25.51791
L-77,Soum d'Ech,Outer,43.088132,-0.08324,756,36.991,4.442,1.018812699,,27.609,1.714,125,75,50,75,0.46875,3.875,0.753077961,1.2609375,27.9981,1.0617,0.3891,0.3891,Good,Good,IS,1.667,0.4,0.2,1,0,A,0.75,0,22.26992746,17.57423,126.3564,26.77904
L-78,Soum d'Ech,Outer,43.08816,-0.08273,747,36.546,3.616,0.875357765,,28.142,1.716,145,85,70,85,0.86275,5.685,0.770921754,2.3207975,27.9981,1.0617,-0.1439,0.1439,Good,Good,IS,1.706,0.483,0,1,0,SR,0,0,31.68003494,24.78293,77.2047,24.74491
L-79,Soum d'Ech,Outer,43.0883,-0.08265,758,37.52,4.05,0.910701486,,26.984,1.711,205,150,60,60,1.845,10.41,0.698818363,4.96305,27.9981,1.0617,1.0141,1.0141,Good,Good,IS,1.367,0.293,0.2,1,0,SA,0,0,18.52052349,10.6143,60.33886,24.62894
L-80,Soum d'Ech,Outer,43.08849,-0.08274,761,37.322,4.485,1.010721915,,27.216,1.712,215,145,70,70,2.18225,11.275,0.721612269,5.8702525,27.9981,1.0617,0.7821,0.7821,Good,Good,C,1.483,0.326,0.2,1,0,SA,0,0,3.748287494,0,59.94738,6.11624
L-81,Soum d'Ech,Outer,43.08845,-0.08241,759,35.541,4.523,1.084214981,,29.369,1.722,175,125,65,65,1.421875,8.275,0.73896477,3.82484375,27.9981,1.0617,-1.3709,1.3709,Good,Good,C,1.4,0.371,0,1,0,SR,0,0,7.403411581,0,29.1351,13.60704
L-82,Soum d'Ech,Outer,43.08834,-0.08237,756,36.399,4.952,1.084196194,,28.319,1.717,175,125,40,40,0.875,6.775,0.65300052,2.35375,27.9981,1.0617,-0.3209,0.3209,Good,Good,IS,1.4,0.229,0,1,0,R,0,0,20.04401945,8.80351,35.49208,21.94139
L-83,Soum d'Ech,Outer,43.08838,-0.08205,759,36.068,4.896,1.201394486,,28.721,1.719,180,100,85,85,1.53,8.36,0.768078251,4.1157,27.9981,1.0617,-0.7229,0.7229,Good,Good,IS,1.8,0.472,0.4,1,0,A,0.75,0,23.56317597,11.05243,9.28032,23.83545
L-84,Soum d'Ech,Outer,43.08863,-0.08222,764,36.761,2.678,0.715425363,,27.883,1.715,390,240,200,200,18.72,43.92,0.776293034,50.3568,27.9981,1.0617,0.1151,0.1151,Good,Good,C,1.625,0.513,0.6,1,0,SR,0.75,0,7.081858425,0,0,15.84278
L-85,Soum d'Ech,Outer,43.08838,-0.08192,752,38.052,5.283,1.187772652,,26.364,1.709,150,75,70,70,0.7875,5.4,0.763702255,2.118375,27.9981,1.0617,1.6341,1.6341,Good,Good,IS,2,0.467,0.2,1,0,A,0,0,28.43912704,20.12651,0,26.93763
L-86,Soum d'Ech,Inner,43.08817,-0.08165,744,36.928,4.408,0.985057512,,27.684,1.714,400,210,180,180,15.12,38.76,0.762901057,40.6728,27.9981,1.0617,0.3141,0.3141,Good,Good,C,1.905,0.45,0.4,1,0,A,0.25,0,3.435353021,0,0,18.50106
L-87,Soum d'Ech,Inner,43.08799,-0.08155,732,35.997,4.38,1.039202982,,28.808,1.72,160,145,75,75,1.74,9.215,0.759197817,4.6806,27.9981,1.0617,-0.8099,0.8099,Good,Good,IS,1.103,0.469,0.4,1,0,SA,0,0,18.1625365,12.51661,0.63596,20.06647
L-88,Soum d'Ech,Inner,43.08804,-0.08204,744,37.691,4.229,0.962811729,,26.784,1.71,195,150,90,90,2.6325,12.06,0.764508649,7.081425,27.9981,1.0617,1.2141,1.2141,Good,Good,C,1.3,0.462,0.4,1,0,R,0.25,0,0.725473269,0,39.30685,16.13874
L-89,Soum d'Ech,Inner,43.08797,-0.08232,745,37.425,4.527,1.084672666,,27.095,1.712,200,170,60,60,2.04,11.24,0.69205072,5.4876,27.9981,1.0617,0.9031,0.9031,Good,Good,C,1.176,0.3,0,1,0.4,SA,0.5,0,0.351393442,0,63.56904,17.83903
